country,quarter,gdp,private_consumption,government_consumption,capital_formation,exports,imports,population,host,rank1,rank2,rank3,rank4,host_won,host_top4
ARG,1993-Q1,644193.6,NA,NA,NA,NA,NA,34152717,0,0,0,0,0,0,0
ARG,1993-Q2,662572.2,NA,NA,NA,NA,NA,34152717,0,0,0,0,0,0,0
ARG,1993-Q3,675891.5,NA,NA,NA,NA,NA,34152717,0,0,0,0,0,0,0
ARG,1993-Q4,681335.5,NA,NA,NA,NA,NA,34152717,0,0,0,0,0,0,0
ARG,1994-Q1,691019.6,NA,NA,NA,NA,NA,34613491,0,0,0,0,0,0,0
ARG,1994-Q2,705311.7,NA,NA,NA,NA,NA,34613491,0,0,0,0,0,0,0
ARG,1994-Q3,707091.8,NA,NA,NA,NA,NA,34613491,0,0,0,0,0,0,0
ARG,1994-Q4,715866.3,NA,NA,NA,NA,NA,34613491,0,0,0,0,0,0,0
ARG,1995-Q1,704819.7,NA,NA,NA,NA,NA,35070020,0,0,0,0,0,0,0
ARG,1995-Q2,678104.8,NA,NA,NA,NA,NA,35070020,0,0,0,0,0,0,0
ARG,1995-Q3,675485.3,NA,NA,NA,NA,NA,35070020,0,0,0,0,0,0,0
ARG,1995-Q4,680664.9,NA,NA,NA,NA,NA,35070020,0,0,0,0,0,0,0
ARG,1996-Q1,699380.8,NA,NA,NA,NA,NA,35513793,0,0,0,0,0,0,0
ARG,1996-Q2,714968.4,NA,NA,NA,NA,NA,35513793,0,0,0,0,0,0,0
ARG,1996-Q3,731388.9,NA,NA,NA,NA,NA,35513793,0,0,0,0,0,0,0
ARG,1996-Q4,744716.8,NA,NA,NA,NA,NA,35513793,0,0,0,0,0,0,0
ARG,1997-Q1,760357.3,NA,NA,NA,NA,NA,35947791,0,0,0,0,0,0,0
ARG,1997-Q2,771667.8,NA,NA,NA,NA,NA,35947791,0,0,0,0,0,0,0
ARG,1997-Q3,791092.3,NA,NA,NA,NA,NA,35947791,0,0,0,0,0,0,0
ARG,1997-Q4,801783.6,NA,NA,NA,NA,NA,35947791,0,0,0,0,0,0,0
ARG,1998-Q1,805932.2,NA,NA,NA,NA,NA,36372860,0,0,0,0,0,0,0
ARG,1998-Q2,821724.5,NA,NA,NA,NA,NA,36372860,0,0,0,0,0,0,0
ARG,1998-Q3,819221.4,NA,NA,NA,NA,NA,36372860,0,0,0,0,0,0,0
ARG,1998-Q4,798337.3,NA,NA,NA,NA,NA,36372860,0,0,0,0,0,0,0
ARG,1999-Q1,788391.1,NA,NA,NA,NA,NA,36794682,0,0,0,0,0,0,0
ARG,1999-Q2,779483.1,NA,NA,NA,NA,NA,36794682,0,0,0,0,0,0,0
ARG,1999-Q3,777237,NA,NA,NA,NA,NA,36794682,0,0,0,0,0,0,0
ARG,1999-Q4,790238.7,NA,NA,NA,NA,NA,36794682,0,0,0,0,0,0,0
ARG,2000-Q1,787551.9,NA,NA,NA,NA,NA,37213984,0,0,0,0,0,0,0
ARG,2000-Q2,774881.1,NA,NA,NA,NA,NA,37213984,0,0,0,0,0,0,0
ARG,2000-Q3,772903.7,NA,NA,NA,NA,NA,37213984,0,0,0,0,0,0,0
ARG,2000-Q4,775275.4,NA,NA,NA,NA,NA,37213984,0,0,0,0,0,0,0
ARG,2001-Q1,776544.1,NA,NA,NA,NA,NA,37624825,0,0,0,0,0,0,0
ARG,2001-Q2,770100.2,NA,NA,NA,NA,NA,37624825,0,0,0,0,0,0,0
ARG,2001-Q3,734322.3,NA,NA,NA,NA,NA,37624825,0,0,0,0,0,0,0
ARG,2001-Q4,692503.6,NA,NA,NA,NA,NA,37624825,0,0,0,0,0,0,0
ARG,2002-Q1,658356.1,NA,NA,NA,NA,NA,38029349,0,0,0,0,0,0,0
ARG,2002-Q2,661147.4,NA,NA,NA,NA,NA,38029349,0,0,0,0,0,0,0
ARG,2002-Q3,661640,NA,NA,NA,NA,NA,38029349,0,0,0,0,0,0,0
ARG,2002-Q4,668382.4,NA,NA,NA,NA,NA,38029349,0,0,0,0,0,0,0
ARG,2003-Q1,693079.3,NA,NA,NA,NA,NA,38424282,0,0,0,0,0,0,0
ARG,2003-Q2,715010.6,NA,NA,NA,NA,NA,38424282,0,0,0,0,0,0,0
ARG,2003-Q3,732482.8,NA,NA,NA,NA,NA,38424282,0,0,0,0,0,0,0
ARG,2003-Q4,746227.9,NA,NA,NA,NA,NA,38424282,0,0,0,0,0,0,0
ARG,2004-Q1,771366.8,463807.1,101148.3,103872,139912.6,76147.9,38815916,0,0,0,0,0,0,0
ARG,2004-Q2,761542.3,466234.4,101434.3,107177,144501.5,80021.9,38815916,0,0,0,0,0,0,0
ARG,2004-Q3,800231.3,485457.5,104631.1,108487.4,147987,81723.6,38815916,0,0,0,0,0,0,0
ARG,2004-Q4,810907.8,496730.3,106976.4,110475.1,151372.6,86516.2,38815916,0,0,0,0,0,0,0
ARG,2005-Q1,834406,488623.2,110476.5,118762,162721,88350.6,39216789,0,0,0,0,0,0,0
ARG,2005-Q2,853980.9,531051,113242.4,122688.9,167055.1,97632.5,39216789,0,0,0,0,0,0,0
ARG,2005-Q3,858904.4,507539.9,114890.5,123023.7,167255.4,92345.7,39216789,0,0,0,0,0,0,0
ARG,2005-Q4,875057.4,526378.1,116400.8,133600.6,161971.9,97493.9,39216789,0,0,0,0,0,0,0
ARG,2006-Q1,898432.4,541510.2,116238.2,135873.4,172524.4,100480.1,39622115,0,0,0,0,0,0,0
ARG,2006-Q2,909242.1,569704.5,116579.5,140460.2,170397.2,102703.4,39622115,0,0,0,0,0,0,0
ARG,2006-Q3,935010.6,583839.7,118409.4,144903.4,171923.8,104169,39622115,0,0,0,0,0,0,0
ARG,2006-Q4,955065.2,583534.2,120721.1,148923.8,180806.5,109780.1,39622115,0,0,0,0,0,0,0
ARG,2007-Q1,977885.3,601484.1,125589.7,162108.9,180198.4,117040.8,40016763,0,0,0,0,0,0,0
ARG,2007-Q2,998201.8,616266.3,126644.8,169416.4,181807.9,119914.2,40016763,0,0,0,0,0,0,0
ARG,2007-Q3,1011724.4,631561.1,127098.1,175195.2,189904.6,128448.9,40016763,0,0,0,0,0,0,0
ARG,2007-Q4,1043019.3,642071,129568,180056.4,200537.3,133654.7,40016763,0,0,0,0,0,0,0
ARG,2008-Q1,1053422.2,668314.9,131109.2,193875.7,193644.5,144619.4,40424148,0,0,0,0,0,0,0
ARG,2008-Q2,1058628.4,679227.1,133759.2,198354.9,174476.8,149943.1,40424148,0,0,0,0,0,0,0
ARG,2008-Q3,1065591.8,667055.7,134817.5,187151.8,207814.9,143127.2,40424148,0,0,0,0,0,0,0
ARG,2008-Q4,1016728.5,657276.7,134736.5,167112.7,182079.1,129052.3,40424148,0,0,0,0,0,0,0
ARG,2009-Q1,980230.6,628244.8,136263.8,144605.2,180484.8,113995.5,40854831,0,0,0,0,0,0,0
ARG,2009-Q2,956796.1,601849.5,138120.9,136542.3,172372.5,107263.8,40854831,0,0,0,0,0,0,0
ARG,2009-Q3,994489,653485.1,143665.5,144145.2,160647.7,115069.3,40854831,0,0,0,0,0,0,0
ARG,2009-Q4,1014610.3,644076.6,146483,152697.2,173657.8,126039.7,40854831,0,0,0,0,0,0,0
ARG,2010-Q1,1045985.7,675451,146242.3,164958.5,178892.7,138157.6,41288694,0,0,0,0,0,0,0
ARG,2010-Q2,1092263.9,701165.1,148890.7,179906.2,205083.6,155050.5,41288694,0,0,0,0,0,0,0
ARG,2010-Q3,1096895,708188.3,147009,186518.6,204890.7,160614.2,41288694,0,0,0,0,0,0,0
ARG,2010-Q4,1110542.4,725650.5,153170.5,198355.5,193790.1,171320,41288694,0,0,0,0,0,0,0
ARG,2011-Q1,1136967.8,748051.8,152913,209003.3,199032.8,180960.3,41730660,0,0,0,0,0,0,0
ARG,2011-Q2,1150885.9,760342,155705.7,213821.3,199141.4,189993.2,41730660,0,0,0,0,0,0,0
ARG,2011-Q3,1159923.1,782219.9,157243.6,220094.7,207962.4,197971.5,41730660,0,0,0,0,0,0,0
ARG,2011-Q4,1158823.1,783144.8,156625.7,213633.2,208991.6,193927.5,41730660,0,0,0,0,0,0,0
ARG,2012-Q1,1147752.7,765688.5,158268.8,202394.8,209210.9,184688.5,42161721,0,0,0,0,0,0,0
ARG,2012-Q2,1107618.5,756387.7,158938,186702.3,180076.4,171499.4,42161721,0,0,0,0,0,0,0
ARG,2012-Q3,1142744.4,789879,161324.2,199927.2,195662.7,180845.6,42161721,0,0,0,0,0,0,0
ARG,2012-Q4,1161201.3,795930.7,162689.4,206925.3,196690.2,189749.3,42161721,0,0,0,0,0,0,0
ARG,2013-Q1,1160208.3,787997.1,165776.5,203194.7,189015.1,184344.4,42582455,0,0,0,0,0,0,0
ARG,2013-Q2,1167896.7,792296,167866.6,205894.1,195952.2,192506.4,42582455,0,0,0,0,0,0,0
ARG,2013-Q3,1175616.2,820537.2,168903.2,203525.6,191639.6,189239.1,42582455,0,0,0,0,0,0,0
ARG,2013-Q4,1165261.9,820152,172803.7,201956.5,177517.8,188913,42582455,0,0,0,0,0,0,0
ARG,2014-Q1,1147654.1,799263.3,174422.2,197604.4,169910.4,180409.9,43024071,0,0,0,0,0,0,0
ARG,2014-Q2,1138901.1,764320.3,171498.2,193957.8,177759.6,169504.9,43024071,0,0,1,0,0,0,0
ARG,2014-Q3,1129779.6,751313.9,173735.3,186597.3,176893.9,161725.9,43024071,0,0,0,0,0,0,0
ARG,2014-Q4,1135334.8,765707,175583.5,181382.6,176929.1,156688,43024071,0,0,0,0,0,0,0
ARG,2015-Q1,1151601.9,779072.4,181328.7,192719.2,163731.5,165449.8,43477012,0,0,0,0,0,0,0
ARG,2015-Q2,1181059.3,816385,187588.5,197343.2,176480.2,172992.5,43477012,0,0,0,0,0,0,0
ARG,2015-Q3,1178662.4,800198.8,188014.7,199251.1,177957.3,181731.5,43477012,0,0,0,0,0,0,0
ARG,2015-Q4,1164659.4,797581.2,186598.7,196527.7,163840.9,179641.9,43477012,0,0,0,0,0,0,0
ARG,2016-Q1,1156069.1,797376.9,185243,187634.4,184034.9,184084.6,43900313,0,0,0,0,0,0,0
ARG,2016-Q2,1136478.1,790373.5,181213.6,183182.3,177619.3,185464.9,43900313,0,0,0,0,0,0,0
ARG,2016-Q3,1139395.7,787106.8,185562,182929.9,176551.4,182360.3,43900313,0,0,0,0,0,0,0
ARG,2016-Q4,1146764.3,793464.4,187613.1,186685.1,180069.3,188664.4,43900313,0,0,0,0,0,0,0
ARG,2017-Q1,1158063.2,813438,188509.7,194261.8,182856.1,198406.9,44288894,0,0,0,0,0,0,0
ARG,2017-Q2,1169403.6,816824.1,188919.7,204797.8,183572.4,208157.4,44288894,0,0,0,0,0,0,0
ARG,2017-Q3,1184486.5,829301.3,190785.4,215505.4,184958.1,217800.8,44288894,0,0,0,0,0,0,0
ARG,2017-Q4,1195804.9,840511.1,190921.9,224940.7,185673.9,231618.5,44288894,0,0,0,0,0,0,0
ARG,2018-Q1,1189470.4,837232.6,188005.5,224872.8,194734.9,229902.2,44654882,0,0,0,0,0,0,0
ARG,2018-Q2,1139871.2,827525.4,186532,208623.9,169337.8,216743.9,44654882,0,0,0,0,0,0,0
ARG,2018-Q3,1136442.7,811585.4,186416.9,189489.6,172312.3,197665,44654882,0,0,0,0,0,0,0
ARG,2018-Q4,1118753.2,749620.4,183823.9,168284.4,205436.8,173484.3,44654882,0,0,0,0,0,0,0
ARG,2019-Q1,1122991,764521.2,178862.5,169225.4,196150.8,172565.7,44973465,0,0,0,0,0,0,0
ARG,2019-Q2,1129095.6,769110.5,177393.9,172562.9,196882.2,168298.8,44973465,0,0,0,0,0,0,0
ARG,2019-Q3,1128209,765404,171278.1,169425.6,198803.4,169541.7,44973465,0,0,0,0,0,0,0
ARG,2019-Q4,1112511.7,729276.1,169577,153836.9,222320.7,154484.1,44973465,0,0,0,0,0,0,0
ARG,2020-Q1,1063609.8,706626.9,176948.2,140539.6,187913.4,151418.5,45191965,0,0,0,0,0,0,0
ARG,2020-Q2,913139.6,605152.6,166798.4,106740.9,167428.7,115779.8,45191965,0,0,0,0,0,0,0
ARG,2020-Q3,1010869.9,655737.8,168587.6,153031.1,161924.1,131878.5,45191965,0,0,0,0,0,0,0
ARG,2020-Q4,1060378.2,692207.6,170684.8,177843.9,154920.6,151381.4,45191965,0,0,0,0,0,0,0
ARG,2021-Q1,1097320.9,709746.5,177170.5,191970.2,170048.8,151702.8,45312281,0,0,0,0,0,0,0
ARG,2021-Q2,1100397.2,715788.4,177884.2,190033.4,179421.3,157850.8,45312281,0,0,0,0,0,0,0
ARG,2021-Q3,1122911.3,727007.6,184914.4,187964.2,192645.2,159981,45312281,0,0,0,0,0,0,0
ARG,2021-Q4,1150052.6,758957.2,191712.1,204856.1,186891.7,183081.3,45312281,0,0,0,0,0,0,0
ARG,2022-Q1,1178279.9,779147.8,189539.7,212933,184275,188263.4,45407904,0,0,0,0,0,0,0
ARG,2022-Q2,1201014.8,801413.2,188376.3,223418.4,192963.9,197191.1,45407904,0,0,0,0,0,0,0
ARG,2022-Q3,1191469.5,806082.7,186591.7,213133.6,186836.2,196168.8,45407904,0,0,0,0,0,0,0
ARG,2022-Q4,1169086,800465.1,187416.8,206332.6,198152.3,185434.1,45407904,0,1,0,0,0,0,0
ARG,2023-Q1,1180214.2,806418.9,194194.4,211681.1,173452.5,194434.1,45538401,0,0,0,0,0,0,0
ARG,2023-Q2,1151362.8,820211.5,195452.8,220691.7,170070.8,204293.1,45538401,0,0,0,0,0,0,0
ARG,2023-Q3,1173650.8,806050.6,192656.6,214807.3,171873.7,199485.4,45538401,0,0,0,0,0,0,0
ARG,2023-Q4,1146660.9,785400.9,185119.5,191941.2,174573.7,183347.3,45538401,0,0,0,0,0,0,0
ARG,2024-Q1,1128282.1,763304.4,186506.5,166964.2,199762.2,165542.5,45696159,0,0,0,0,0,0,0
ARG,2024-Q2,1118981.8,748727.9,183824.6,154995,203529.6,160908.7,45696159,0,0,0,0,0,0,0
ARG,2024-Q3,1159718.8,793012.4,183516.8,176342.1,204435.4,175550.2,45696159,0,0,0,0,0,0,0
ARG,2024-Q4,1182434.3,819003.8,184061.5,196284.4,218886.1,199931.2,45696159,0,0,0,0,0,0,0
AUS,1960-Q1,191073.9,100145.9,30217.8,29689.7,14635.9,10577.6,10275000,0,0,0,0,0,0,0
AUS,1960-Q2,196294.8,101401.4,28709.3,30285.6,13684.1,11397.8,10275000,0,0,0,0,0,0,0
AUS,1960-Q3,196716.5,102700.3,29187.5,30378.3,12966.7,11995.7,10275000,0,0,0,0,0,0,0
AUS,1960-Q4,196362.4,101896.9,30698.5,31744,14130.9,12394.4,10275000,0,0,0,0,0,0,0
AUS,1961-Q1,196951.8,100578.8,31112.6,32142.8,15838.2,12153.8,10508200,0,0,0,0,0,0,0
AUS,1961-Q2,194785.2,100884.3,31088,32553.2,18505.3,10634.9,10508200,0,0,0,0,0,0,0
AUS,1961-Q3,193380.3,101526.5,32110.9,33223.3,16108.7,9510,10508200,0,0,0,0,0,0,0
AUS,1961-Q4,195600.6,102207.2,31452.8,31662.8,18391,9384,10508200,0,0,0,0,0,0,0
AUS,1962-Q1,201073.1,105593.8,31793,32305.1,17499.3,10440.1,10700500,0,0,0,0,0,0,0
AUS,1962-Q2,204942.7,106938.4,31450.3,31880.8,17759.8,11118.3,10700500,0,0,0,0,0,0,0
AUS,1962-Q3,206582.8,107782.6,31741.2,33401.8,15247,11544.4,10700500,0,0,0,0,0,0,0
AUS,1962-Q4,210287.1,108744.7,32564.5,33436.6,18012.3,11892.6,10700500,0,0,0,0,0,0,0
AUS,1963-Q1,215153.9,110774.8,33727.9,35071.2,17535.4,11819.3,10906900,0,0,0,0,0,0,0
AUS,1963-Q2,212374.5,111645.5,33954.7,35231.2,17413.2,12206.5,10906900,0,0,0,0,0,0,0
AUS,1963-Q3,221092.3,114974.4,32978.6,36114.6,18727.7,12467.7,10906900,0,0,0,0,0,0,0
AUS,1963-Q4,225807.6,117247.4,33737.8,37188.1,20905.8,12543.3,10906900,0,0,0,0,0,0,0
AUS,1964-Q1,225418.6,117875.1,34672,37371.2,19711.5,13439.1,11121600,0,0,0,0,0,0,0
AUS,1964-Q2,230998.2,119753.7,34701.6,39314.2,20110.3,14346.3,11121600,0,0,0,0,0,0,0
AUS,1964-Q3,232412.4,121935.2,35441.1,39063.8,18180.6,14932.8,11121600,0,0,0,0,0,0,0
AUS,1964-Q4,239012.5,122916.6,36856,39673.6,20250.6,15851.5,11121600,0,0,0,0,0,0,0
AUS,1965-Q1,241055.6,123489,37992.3,40369.2,19743.6,15732.4,11340900,0,0,0,0,0,0,0
AUS,1965-Q2,244829.8,124968.3,38194.4,42103.5,21072.1,16353.2,11340900,0,0,0,0,0,0,0
AUS,1965-Q3,244093.6,125817.3,40590.4,42808.4,20250.6,17391.1,11340900,0,0,0,0,0,0,0
AUS,1965-Q4,244694.6,126524.5,41204.1,43401.9,20527.1,16857.3,11340900,0,0,0,0,0,0,0
AUS,1966-Q1,243995.7,126959.9,40634.7,44466.2,19142.5,15285.6,11599498,0,0,0,0,0,0,0
AUS,1966-Q2,247322.6,128492,40965,43647.7,20475,15065.7,11599498,0,0,0,0,0,0,0
AUS,1966-Q3,254311.7,130786.6,42310.9,45326.4,21220.4,15562.8,11599498,0,0,0,0,0,0,0
AUS,1966-Q4,255991.4,132860,42668.3,45277.7,21156.3,16011.9,11599498,0,0,0,0,0,0,0
AUS,1967-Q1,265992.9,134866,43619.8,46017.3,22404.7,17024.5,11799078,0,0,0,0,0,0,0
AUS,1967-Q2,265624.8,135298.9,43526.1,46590,24432.5,17090.9,11799078,0,0,0,0,0,0,0
AUS,1967-Q3,270603.4,137593.6,44891.7,47990.4,23021.9,16603,11799078,0,0,0,0,0,0,0
AUS,1967-Q4,272954.1,138868.4,46274.5,48217.7,24436.6,17386.5,11799078,0,0,0,0,0,0,0
AUS,1968-Q1,270526.5,142086.6,48705,49861.5,22242.4,19686.7,12008635,0,0,0,0,0,0,0
AUS,1968-Q2,280924,141781.1,48012.3,50649.9,23797.3,18506.8,12008635,0,0,0,0,0,0,0
AUS,1968-Q3,284637.6,143825.6,47341.9,51085.8,23807.4,18616.7,12008635,0,0,0,0,0,0,0
AUS,1968-Q4,295258.8,146069.7,48377.1,52354,27161.7,18944.4,12008635,0,0,0,0,0,0,0
AUS,1969-Q1,293243.6,149254.3,48562,52168.6,23530.8,18513.7,12263014,0,0,0,0,0,0,0
AUS,1969-Q2,299042.2,151039,49621.9,53684.9,25095.8,18598.4,12263014,0,0,0,0,0,0,0
AUS,1969-Q3,303978.9,153922.9,51174.9,53409,28239.8,19530.9,12263014,0,0,0,0,0,0,0
AUS,1969-Q4,310989,156109.3,52784.5,54320.2,29532.3,20362.5,12263014,0,0,0,0,0,0,0
AUS,1970-Q1,317437.7,157198.9,51527.4,53608.4,29019.3,20335,12507349,0,0,0,0,0,0,0
AUS,1970-Q2,323877,159087.1,53080.3,54818.7,29157.5,20671.8,12507349,0,0,0,0,0,0,0
AUS,1970-Q3,323199,161093.1,54482.8,54292.4,30846.8,20653.5,12507349,0,0,0,0,0,0,0
AUS,1970-Q4,324608.5,162829.7,55293.8,55284.8,32357.6,21024.6,12507349,0,0,0,0,0,0,0
AUS,1971-Q1,328650.6,162709.4,55187.8,57039.9,30726.5,20818.4,13067265,0,0,0,0,0,0,0
AUS,1971-Q2,330083.4,164013.1,54443.4,56504.3,33235.3,20882.6,13067265,0,0,0,0,0,0,0
AUS,1971-Q3,340378.4,168147.7,57041.5,58829.9,33193.2,20708.4,13067265,0,0,0,0,0,0,0
AUS,1971-Q4,339278.7,167317.9,56403,56965.7,34682.1,19365.9,13067265,0,0,0,0,0,0,0
AUS,1972-Q1,335234.4,168145.3,57985.5,56566.9,34752.2,19265.1,13303664,0,0,0,0,0,0,0
AUS,1972-Q2,342698.8,170425.5,57381.6,57019.1,34058.9,17391.1,13303664,0,0,0,0,0,0,0
AUS,1972-Q3,340972.4,172246.3,57946.1,58060.1,33277.4,17196.3,13303664,0,0,0,0,0,0,0
AUS,1972-Q4,344536.9,174172.9,58002.8,58482.1,36942.4,18790.9,13303664,0,0,0,0,0,0,0
AUS,1973-Q1,353483,178329.2,60122.6,59803.7,35926.4,20738.2,13504538,0,0,0,0,0,0,0
AUS,1973-Q2,354149.3,180902.9,60026.5,60054.1,33295.4,20974.2,13504538,0,0,0,0,0,0,0
AUS,1973-Q3,357695.1,182954.6,61037.1,61034.9,33183.2,22896.4,13504538,0,0,0,0,0,0,0
AUS,1973-Q4,366624.9,185590.8,58961.7,62989.5,34812.3,24232,13504538,0,0,0,0,0,0,0
AUS,1974-Q1,366736.8,190083.8,61332.9,63126.3,31193.4,26701.7,13722571,0,0,0,0,0,0,0
AUS,1974-Q2,359293.3,191324.9,60726.6,59335.4,31824.6,27441.7,13722571,0,0,0,0,0,0,0
AUS,1974-Q3,363542.7,194920.8,63546.5,57712.3,34644,29510.5,13722571,0,0,0,0,0,0,0
AUS,1974-Q4,363962.1,193670.1,65262.1,57137.3,36275.1,27707.5,13722571,0,0,0,0,0,0,0
AUS,1975-Q1,365352.9,197994.7,66504.4,57573.2,35700,23746.3,13892995,0,0,0,0,0,0,0
AUS,1975-Q2,376908.3,199659.2,68257,58266.5,37208.9,22912.4,13892995,0,0,0,0,0,0,0
AUS,1975-Q3,372733.5,198249.7,70882.2,58973.7,36321.2,23267.5,13892995,0,0,0,0,0,0,0
AUS,1975-Q4,367130.5,194384.4,70036.7,58523.8,37110.7,24413,13892995,0,0,0,0,0,0,0
AUS,1976-Q1,383396.6,197884.1,72654.5,59766.6,37277,25274.4,14033083,0,0,0,0,0,0,0
AUS,1976-Q2,384538.1,201807.1,71685.7,61347.9,38739.8,25826.6,14033083,0,0,0,0,0,0,0
AUS,1976-Q3,387662.3,206533.5,71875.5,60258.2,41715.5,27088.9,14033083,0,0,0,0,0,0,0
AUS,1976-Q4,391000.7,208760.7,70820.5,63293.2,40895.9,27066,14033083,0,0,0,0,0,0,0
AUS,1977-Q1,388897,208450.5,72896,62637,38671.7,27153.1,14192234,0,0,0,0,0,0,0
AUS,1977-Q2,394406.8,210535.8,71491,61702.7,38840,26878.1,14192234,0,0,0,0,0,0,0
AUS,1977-Q3,392715.4,210995.2,72849.2,63657.2,39896,25831.1,14192234,0,0,0,0,0,0,0
AUS,1977-Q4,391487.7,211158.8,72733.3,62695,42278.5,24756.7,14192234,0,0,0,0,0,0,0
AUS,1978-Q1,394215.8,211887.6,75422.6,64294.8,40569.3,25776.2,14359255,0,0,0,0,0,0,0
AUS,1978-Q2,397535.6,216621.2,74633.8,66752.6,40986.1,26754.4,14359255,0,0,0,0,0,0,0
AUS,1978-Q3,403578.9,216140.1,77000.2,68127.5,40990.1,27663.9,14359255,0,0,0,0,0,0,0
AUS,1978-Q4,406854.5,213936.9,76721.6,70541.2,43244.4,28401.7,14359255,0,0,0,0,0,0,0
AUS,1979-Q1,418051.1,216241.1,76290.3,71700.5,45719.1,27043.1,14515729,0,0,0,0,0,0,0
AUS,1979-Q2,411318.2,217210.5,75410.3,72192,45396.5,28328.3,14515729,0,0,0,0,0,0,0
AUS,1979-Q3,415138.9,217520.7,76660,70545.8,45081.9,27373,14515729,0,0,0,0,0,0,0
AUS,1979-Q4,423129.8,218425.1,78360.8,72386.8,49730.7,28525.4,14515729,0,0,0,0,0,0,0
AUS,1980-Q1,425121.8,221157.5,77337.9,73024.4,47426.3,28087.8,14695356,0,0,0,0,0,0,0
AUS,1980-Q2,426172.5,221900.7,79958.1,74723.9,45502.7,27565.4,14695356,0,0,0,0,0,0,0
AUS,1980-Q3,428483.5,223639.7,78447.1,80137.9,44623,30809.5,14695356,0,0,0,0,0,0,0
AUS,1980-Q4,435822.1,225756.4,83243.9,80620.1,45240.2,30213.8,14695356,0,0,0,0,0,0,0
AUS,1981-Q1,437459.9,226898.9,81745.2,83242.5,43168.2,28727,14923260,0,0,0,0,0,0,0
AUS,1981-Q2,444272,231406.4,83066.4,83854.6,45596.9,32349.1,14923260,0,0,0,0,0,0,0
AUS,1981-Q3,453239.1,236902.4,85319.4,87455.4,43969.8,32424.7,14923260,0,0,0,0,0,0,0
AUS,1981-Q4,451382.3,237542.2,81557.9,89426.2,42396.8,33359.4,14923260,0,0,0,0,0,0,0
AUS,1982-Q1,447771.2,239302.9,79292.6,88811.8,47406.3,35125.8,15184247,0,0,0,0,0,0,0
AUS,1982-Q2,451759.7,244519.9,85243,85934.4,49071.5,35311.3,15184247,0,0,0,0,0,0,0
AUS,1982-Q3,448770.7,243957.1,81373,83685.3,47520.5,32905.8,15184247,0,0,0,0,0,0,0
AUS,1982-Q4,441548.6,246275.8,84646.5,81102.4,47428.3,31851.9,15184247,0,0,0,0,0,0,0
AUS,1983-Q1,437285.2,246290.2,87022.7,76826.9,43775.4,30108.5,15393472,0,0,0,0,0,0,0
AUS,1983-Q2,436392.9,244657,86800.8,76713.3,45069.9,29858.7,15393472,0,0,0,0,0,0,0
AUS,1983-Q3,448533.1,246309.4,86924.1,80221.3,45370.4,30021.4,15393472,0,0,0,0,0,0,0
AUS,1983-Q4,456081.3,246660.6,88454.8,82317.3,49604.5,31396,15393472,0,0,0,0,0,0,0
AUS,1984-Q1,467226.7,249782.6,89879.5,83571.7,50137.5,34802.7,15579391,0,0,0,0,0,0,0
AUS,1984-Q2,472673.6,248447.7,90419.4,88392.1,52708.4,35973.4,15579391,0,0,0,0,0,0,0
AUS,1984-Q3,477041.8,244957.7,96554.6,86840.9,55694.1,38995.3,15579391,0,0,0,0,0,0,0
AUS,1984-Q4,479928.3,245871.7,93493.2,89029.7,54796.4,38926.6,15579391,0,0,0,0,0,0,0
AUS,1985-Q1,487024.6,250942,97996.6,95051.1,57355.3,38170.5,15788312,0,0,0,0,0,0,0
AUS,1985-Q2,497941.7,253525.2,99056.6,95725.8,60515.3,38099.5,15788312,0,0,0,0,0,0,0
AUS,1985-Q3,504336.7,259045.3,98884,99648.9,58645.7,39045.7,15788312,0,0,0,0,0,0,0
AUS,1985-Q4,502892.3,262458.4,100220,96521.1,60076.4,38505,15788312,0,0,0,0,0,0,0
AUS,1986-Q1,506347.3,258990,101087.7,95895.1,58539.5,38039.9,16018350,0,0,0,0,0,0,0
AUS,1986-Q2,505450.3,264137.3,103727.6,96324,59741.8,38234.7,16018350,0,0,0,0,0,0,0
AUS,1986-Q3,506771.3,265955.7,105379.2,94355.5,62200.5,36028.4,16018350,0,0,0,0,0,0,0
AUS,1986-Q4,515107,265508.3,103616.7,99104,65719.2,37009,16018350,0,0,0,0,0,0,0
AUS,1987-Q1,520239.4,266379,103550.2,95459.2,64260.4,35815.4,16263874,0,0,0,0,0,0,0
AUS,1987-Q2,528533.2,267863.1,105058.7,100972.8,68578.6,37700.9,16263874,0,0,0,0,0,0,0
AUS,1987-Q3,538045.4,271848.6,106034.8,99672.1,69165.8,38644.8,16263874,0,0,0,0,0,0,0
AUS,1987-Q4,548911.2,274578.6,108704.4,105705.1,72640.4,40505.1,16263874,0,0,0,0,0,0,0
AUS,1988-Q1,551212.9,276938.2,110028.1,106558.3,73399.8,41698.7,16532164,0,0,0,0,0,0,0
AUS,1988-Q2,551776.7,276625.5,108546.6,107156.5,67594.8,42156.9,16532164,0,0,0,0,0,0,0
AUS,1988-Q3,556177.6,280603.8,110134.1,108621.9,69504.4,45297.9,16532164,0,0,0,0,0,0,0
AUS,1988-Q4,565310,285015.1,108805.4,115134.8,71518.2,50177.7,16532164,0,0,0,0,0,0,0
AUS,1989-Q1,570537.9,291264,110742.9,119099.7,70550.4,53293.5,16814416,0,0,0,0,0,0,0
AUS,1989-Q2,582869.1,294186.4,116380.2,121172.5,74157.3,54794.1,16814416,0,0,0,0,0,0,0
