country_code,country_name,year,population_million,population,unit_measure,source
SWE,Sweden,1961,7519998,7519998000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1962,7561582,7561582000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1963,7604326,7604326000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1964,7661351,7661351000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1965,7733852,7733852000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1966,7807795,7807795000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1967,7867942,7867942000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1968,7911980,7911980000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1969,7967732,7967732000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1970,8042706,8042706000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1971,8098145,8098145000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1972,8122154,8122154000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1973,8136779,8136779000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1974,8160562,8160562000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1975,8192567,8192567000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1976,8222309,8222309000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1977,8251653,8251653000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1978,8275775,8275775000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1979,8293728,8293728000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1980,8310477,8310477000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1981,8320482,8320482000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1982,8325260,8325260000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1983,8329025,8329025000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1984,8336595,8336595000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1985,8350378,8350378000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1986,8369824,8369824000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1987,8397797,8397797000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1988,8436483,8436483000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1989,8492959,8492959000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1990,8558834,8558834000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1991,8617376,8617376000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1992,8668065,8668065000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1993,8718558,8718558000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1994,8780741,8780741000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1995,8826944,8826944000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1996,8840999,8840999000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1997,8846059,8846059000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1998,8850975,8850975000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,1999,8857879,8857879000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2000,8872112,8872112000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2001,8895963,8895963000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2002,8924960,8924960000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2003,8958232,8958232000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2004,8993534,8993534000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2005,9029567,9029567000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2006,9080506,9080506000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2007,9148093,9148093000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2008,9219639,9219639000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2009,9298512,9298512000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2010,9378131,9378131000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2011,9449216,9449216000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2012,9519379,9519379000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2013,9600374,9600374000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2014,9696105,9696105000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2015,9799183,9799183000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2016,9923086,9923086000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2017,10057695,10057695000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2018,10175215,10175215000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2019,10278888,10278888000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2020,10353444,10353444000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2021,10415812,10415812000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SWE,Sweden,2022,10486941,10486941000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1960,1580145,1580145000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1961,1595450,1595450000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1962,1604980,1604980000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1963,1614414,1614414000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1964,1630553,1630553000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1965,1650413,1650413000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1966,1669606,1669606000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1967,1690939,1690939000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1968,1703708,1703708000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1969,1714022,1714022000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1970,1726513,1726513000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1971,1729941,1729941000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1972,1741343,1741343000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1973,1753296,1753296000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1974,1766040,1766040000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1975,1778454,1778454000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1976,1786977,1786977000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1977,1799384,1799384000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1978,1810997,1810997000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1979,1824001,1824001000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1980,1884477,1884477000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1981,1896133,1896133000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1982,1910335,1910335000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1983,1922322,1922322000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1984,1932154,1932154000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1985,1941640,1941640000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1986,1980718,1980718000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1987,1989462,1989462000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1988,1999988,1999988000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1989,1999404,1999404000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1990,1998090,1998090000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1991,2001768,2001768000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1992,1995832,1995832000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1993,1990623,1990623000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1994,1988850,1988850000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1995,1987505,1987505000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1996,1991169,1991169000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1997,1986848,1986848000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1998,1982603,1982603000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,1999,1985557,1985557000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2000,1990272,1990272000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2001,1992035,1992035000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2002,1995718,1995718000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2003,1996773,1996773000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2004,1997004,1997004000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2005,2001114,2001114000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2006,2008516,2008516000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2007,2019406,2019406000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2008,2022629,2022629000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2009,2042335,2042335000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2010,2049261,2049261000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2011,2052496,2052496000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2012,2056262,2056262000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2013,2059114,2059114000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2014,2061623,2061623000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2015,2063077,2063077000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2016,2064241,2064241000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2017,2066161,2066161000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2018,2070050,2070050000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2019,2089310,2089310000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2020,2100126,2100126000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2021,2107007,2107007000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVN,Slovenia,2022,2108732,2108732000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1960,3994270,3994270000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1961,4191977,4191977000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1962,4238056,4238056000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1963,4282865,4282865000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1964,4327949,4327949000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1965,4373595,4373595000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1966,4413853,4413853000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1967,4450880,4450880000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1968,4483656,4483656000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1969,4518773,4518773000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1970,4528459,4528459000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1971,4559341,4559341000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1972,4596330,4596330000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1973,4640673,4640673000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1974,4691014,4691014000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1975,4739301,4739301000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1976,4789452,4789452000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1977,4840819,4840819000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1978,4891673,4891673000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1979,4940223,4940223000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1980,4984331,4984331000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1981,5017032,5017032000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1982,5054770,5054770000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1983,5091537,5091537000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1984,5127719,5127719000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1985,5161789,5161789000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1986,5192789,5192789000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1987,5223609,5223609000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1988,5251120,5251120000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1989,5276186,5276186000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1990,5297774,5297774000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1991,5283404,5283404000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1992,5306539,5306539000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1993,5324632,5324632000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1994,5347413,5347413000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1995,5363676,5363676000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1996,5373793,5373793000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1997,5383233,5383233000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1998,5390866,5390866000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,1999,5395324,5395324000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2000,5400679,5400679000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2001,5379780,5379780000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2002,5378809,5378809000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2003,5378950,5378950000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2004,5382574,5382574000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2005,5387285,5387285000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2006,5391184,5391184000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2007,5397766,5397766000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2008,5406972,5406972000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2009,5418374,5418374000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2010,5431024,5431024000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2011,5398384,5398384000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2012,5407579,5407579000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2013,5413392.5,5413392500000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2014,5418649,5418649000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2015,5423800.5,5423800500000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2016,5430797.5,5430797500000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2017,5439231.5,5439231500000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2018,5446770.5,5446770500000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2019,5454147,5454147000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2020,5458827,5458827000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2021,5441991,5441991000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SVK,Slovak Republic,2022,5431752,5431752000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1960,3581241,3581241000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1961,3609801,3609801000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1962,3638921,3638921000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1963,3666538,3666538000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1964,3694339,3694339000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1965,3723172,3723172000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1966,3753013,3753013000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1967,3784533,3784533000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1968,3816488,3816488000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1969,3847710,3847710000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1970,3875757,3875757000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1971,3903034,3903034000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1972,3933001,3933001000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1973,3960614,3960614000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1974,3985262,3985262000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1975,4007319,4007319000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1976,4026151,4026151000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1977,4043204,4043204000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1978,4058674,4058674000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1979,4072514,4072514000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1980,4085620,4085620000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1981,4099703,4099703000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1982,4114786,4114786000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1983,4128434,4128434000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1984,4140098,4140098000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1985,4152518,4152518000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1986,4167357,4167357000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1987,4186905,4186905000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1988,4209489,4209489000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1989,4226909,4226909000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1990,4241476,4241476000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1991,4261738,4261738000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1992,4286397,4286397000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1993,4311984,4311984000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1994,4336614,4336614000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1995,4359187,4359187000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1996,4381339,4381339000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1997,4405158,4405158000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1998,4431465,4431465000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,1999,4461915,4461915000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2000,4490973,4490973000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2001,4513747,4513747000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2002,4538157,4538157000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2003,4564856,4564856000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2004,4591909,4591909000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2005,4623293,4623293000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2006,4660673,4660673000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2007,4709156,4709156000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2008,4768215,4768215000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2009,4828716,4828716000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2010,4889253,4889253000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2011,4953089,4953089000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NOR,Norway,2012,5018574,5018574000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
