country_code,country_name,year,population_million,population,unit_measure,source
RUS,Russia,1994,148407906,148407906000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,1995,148375796,148375796000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,1996,148160121,148160121000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,1997,147915371,147915371000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,1998,147670787,147670787000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,1999,147214777,147214777000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,2000,146596873,146596873000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,2001,145976465,145976465000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,2002,145306489,145306489000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,2003,144565937,144565937000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,2004,143821218,143821218000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,2005,143113885,143113885000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,2006,142487259,142487259000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,2007,142114903,142114903000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,2008,141956413,141956413000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,2009,141909248,141909248000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
RUS,Russia,2010,142389969,142389969000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SAU,Saudi Arabia,2022,32175224,32175224000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1960,1646400,1646400000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1961,1702400,1702400000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1962,1750200,1750200000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1963,1795000,1795000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1964,1841600,1841600000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1965,1886900,1886900000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1966,1934400,1934400000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1967,1977600,1977600000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1968,2012000,2012000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1969,2042500,2042500000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1970,2013563,2013563000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1971,2112900,2112900000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1972,2152400,2152400000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1973,2193000,2193000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1974,2229800,2229800000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1975,2262600,2262600000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1976,2293300,2293300000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1977,2325300,2325300000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1978,2353600,2353600000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1979,2383500,2383500000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1980,2282125,2282125000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1981,2324403,2324403000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1982,2365707,2365707000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1983,2406165,2406165000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1984,2443705,2443705000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1985,2482615,2482615000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1986,2518598,2518598000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1987,2553864,2553864000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1988,2598458,2598458000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1989,2647627,2647627000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1990,2735868,2735868000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1991,2794704,2794704000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1992,2849754,2849754000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1993,2904547,2904547000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1994,2959350,2959350000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1995,3013515,3013515000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1996,3068132,3068132000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1997,3123403,3123403000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1998,3180018,3180018000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,1999,3229681,3229681000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2000,3273363,3273363000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2001,3325902,3325902000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2002,3382944,3382944000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2003,3366891,3366891000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2004,3413266,3413266000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2005,3467814,3467814000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2006,3525894,3525894000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2007,3583082,3583082000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2008,3642659,3642659000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2009,3733876,3733876000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2010,3771721,3771721000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2011,3789251,3789251000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2012,3818205,3818205000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2013,3844751,3844751000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2014,3870739,3870739000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2015,3902690,3902690000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2016,3933559,3933559000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2017,3965796,3965796000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2018,3994283,3994283000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2019,4026209,4026209000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2020,4044210,4044210000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2021,3986842,3986842000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
SGP,Singapore,2022,4073239,4073239000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1960,2832100,2832100000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1961,2818300,2818300000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1962,2830100,2830100000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1963,2850000,2850000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1964,2863800,2863800000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1965,2875800,2875800000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1966,2884000,2884000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1967,2899700,2899700000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1968,2912200,2912200000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1969,2925200,2925200000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1970,2949900,2949900000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1971,2978200,2978200000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1972,3024400,3024400000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1973,3073000,3073000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1974,3123900,3123900000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1975,3177200,3177200000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1976,3227800,3227800000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1977,3271900,3271900000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1978,3314000,3314000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1979,3368200,3368200000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1980,3401000,3401000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1981,3443400,3443400000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1982,3480000,3480000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1983,3504000,3504000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1984,3529000,3529000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1985,3540000,3540000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1986,3540600,3540600000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1987,3546500,3546500000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1988,3530700,3530700000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1989,3509500,3509500000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1990,3505800,3505800000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1991,3525700,3525700000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1992,3554500,3554500000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1993,3574100,3574100000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1994,3585900,3585900000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1995,3601300,3601300000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1996,3626087,3626087000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1997,3664313,3664313000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1998,3703082,3703082000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,1999,3741647,3741647000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2000,3789536,3789536000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2001,3847198,3847198000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2002,3917203,3917203000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2003,3979853,3979853000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2004,4045188,4045188000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2005,4133839,4133839000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2006,4232929,4232929000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2007,4375842,4375842000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2008,4485070,4485070000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2009,4533395,4533395000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2010,4554763,4554763000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2011,4574888,4574888000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2012,4593697,4593697000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2013,4614669,4614669000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2014,4645440,4645440000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2015,4687787,4687787000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
IRL,Ireland,2016,4739597,4739597000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1960,10275000,10275000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1961,10508200,10508200000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1962,10700500,10700500000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1963,10906900,10906900000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1964,11121600,11121600000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1965,11340900,11340900000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1966,11599498,11599498000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1967,11799078,11799078000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1968,12008635,12008635000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1969,12263014,12263014000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1970,12507349,12507349000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1971,13067265,13067265000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1972,13303664,13303664000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1973,13504538,13504538000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1974,13722571,13722571000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1975,13892995,13892995000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1976,14033083,14033083000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1977,14192234,14192234000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1978,14359255,14359255000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1979,14515729,14515729000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1980,14695356,14695356000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1981,14923260,14923260000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1982,15184247,15184247000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1983,15393472,15393472000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1984,15579391,15579391000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1985,15788312,15788312000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1986,16018350,16018350000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1987,16263874,16263874000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1988,16532164,16532164000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1989,16814416,16814416000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1990,17065128,17065128000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1991,17284036,17284036000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1992,17478635,17478635000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1993,17634808,17634808000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1994,17805468,17805468000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1995,18004882,18004882000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1996,18224767,18224767000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1997,18423037,18423037000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1998,18607584,18607584000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,1999,18812264,18812264000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2000,19028802,19028802000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2001,19274701,19274701000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2002,19495210,19495210000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2003,19720737,19720737000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2004,19932722,19932722000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2005,20176844,20176844000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2006,20450966,20450966000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2007,20827622,20827622000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2008,21249199,21249199000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2009,21691653,21691653000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2010,22031750,22031750000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2011,22340024,22340024000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2012,22733465,22733465000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2013,23128129,23128129000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2014,23475686,23475686000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2015,23815995,23815995000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
AUS,Australia,2016,24190907,24190907000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1960,2381670,2381670000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1961,2432380,2432380000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1962,2488530,2488530000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1963,2541415,2541415000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1964,2591965,2591965000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1965,2640400,2640400000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1966,2687580,2687580000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1967,2728115,2728115000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1968,2758885,2758885000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1969,2788435,2788435000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1970,2828020,2828020000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1971,2875305,2875305000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1972,2929135,2929135000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1973,2992335,2992335000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1974,3058435,3058435000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1975,3117765,3117765000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1976,3153535,3153535000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1977,3164830,3164830000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1978,3165705,3165705000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1979,3164620,3164620000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1980,3170245,3170245000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1981,3185460,3185460000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1982,3210645,3210645000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1983,3245770,3245770000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1984,3278850,3278850000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1985,3298050,3298050000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1986,3308310,3308310000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1987,3327785,3327785000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1988,3343680,3343680000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1989,3357535,3357535000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1990,3390085,3390085000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1991,3495100,3495100000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1992,3531700,3531700000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1993,3572200,3572200000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1994,3620000,3620000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1995,3673400,3673400000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1996,3732000,3732000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1997,3781300,3781300000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1998,3815000,3815000000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,1999,3835100,3835100000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,2000,3857700,3857700000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,2001,3880500,3880500000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,2002,3948500,3948500000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,2003,4027200,4027200000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,2004,4087500,4087500000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,2005,4133900,4133900000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,2006,4184600,4184600000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,2007,4223800,4223800000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,2008,4259800,4259800000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
NZL,New Zealand,2009,4302600,4302600000000,PS,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST
