country,country_name,quarter,gdp,consumption,investment,exports,imports,year,qtr,gdp_yoy_pct,consumption_yoy_pct,investment_yoy_pct,exports_yoy_pct,imports_yoy_pct
AUT,Austria,1987-Q1,280835.3,112595.09999999999,67267.4,62731.0,67527.2,1987,1,0.502844717571671,0.6790768417763049,3.7864142081948993,1.1666311871447954,4.924492564238414
AUT,Austria,1987-Q2,285791.7,114252.9,69346.4,64855.5,69599.9,1987,2,1.0539190293450407,1.821919987380638,5.606174360505034,0.41385268516540563,4.844390214509509
AUT,Austria,1987-Q3,289263.9,115426.5,69328.8,66789.7,71118.4,1987,3,2.1984055341707887,1.7663068634167,3.606179117905084,5.252898052836263,3.1537143860025596
AUT,Austria,1987-Q4,291607.5,117758.35,70196.3,67821.9,74268.9,1987,4,2.9502102375631445,4.17262502150757,4.534847530420194,5.54590698152142,8.842503575867
AUT,Austria,1988-Q1,288659.4,116771.5,73093.2,69089.4,73948.8,1988,1,2.786010163252284,3.7092200282250465,8.660658803521471,10.135977427428223,9.509649444964419
AUT,Austria,1988-Q2,293956.8,117660.79999999999,73361.0,71077.0,76552.9,1988,2,2.8570108928985594,2.982768927528312,5.7891974204861585,9.592864136426371,9.989956882121964
AUT,Austria,1988-Q3,298840.2,118516.2,73871.2,73309.5,79406.0,1988,3,3.31057556784653,2.676768333095092,6.551966859371561,9.761684810681892,11.653243042588146
AUT,Austria,1988-Q4,302376.3,119405.95,74709.6,75509.7,81922.5,1988,4,3.6929091329955366,1.3991364518949112,6.429541158152219,11.335276658424487,10.305255631899769
AUT,Austria,1989-Q1,304865.3,120385.8,75649.4,77935.9,83756.7,1989,1,5.614194445079557,3.095190179110485,3.4971789441425427,12.80442441242795,13.263095547189408
AUT,Austria,1989-Q2,306315.4,121435.25,76322.2,79896.4,84916.7,1989,2,4.204223205586688,3.2079078163670616,4.036477147258077,12.408233324422802,10.925516864808515
AUT,Austria,1989-Q3,308855.1,122535.05,76862.1,80836.3,86438.1,1989,3,3.351255955524035,3.390971023370648,4.048803864022799,10.267155007195527,8.855879908319286
AUT,Austria,1989-Q4,312871.4,123638.8,77774.5,81662.6,88845.7,1989,4,3.4708738747051493,3.544923850109649,4.102417895424404,8.148489531808512,8.450913973572582
AUT,Austria,1990-Q1,316727.1,124687.25,78887.4,83516.8,90744.3,1990,1,3.8908330990768736,3.5730542971014856,4.280271885831222,7.16088477838841,8.342735566229331
AUT,Austria,1990-Q2,320141.9,125667.6,79875.3,85772.4,91710.2,1990,2,4.513811581134997,3.4852730158664746,4.655395153703656,7.354524108720795,8.00019313044431
AUT,Austria,1990-Q3,322787.4,126641.4,81018.4,87582.1,92758.5,1990,3,4.510950280568471,3.351163605841756,5.407476506626785,8.345013317037031,7.3120533653562525
AUT,Austria,1990-Q4,324994.5,127625.95,82528.4,87951.8,93973.5,1990,4,3.8747868932730745,3.2248371870319037,6.112414737478211,7.701444725002626,5.771579266075899
AUT,Austria,1991-Q1,327245.7,128561.7,84534.1,87365.5,95850.7,1991,1,3.3210293656589673,3.1073345510467254,7.157923825604606,4.608294379094979,5.6272404988522595
AUT,Austria,1991-Q2,330230.7,129544.8,86642.0,88177.9,97934.4,1991,2,3.151352572093802,3.0852821252255858,8.471580075442597,2.8045152053574274,6.786813244328327
AUT,Austria,1991-Q3,333893.3,130680.15,87969.7,89920.6,98253.7,1991,3,3.4406237666030126,3.189122988217119,8.579902836886433,2.6700661436526385,5.924201016618413
AUT,Austria,1991-Q4,335936.2,131791.25,88408.8,90966.5,97783.0,1991,4,3.3667338985736706,3.263677958910405,7.125304743579197,3.4276728844662596,4.0538024017409136
AUT,Austria,1992-Q1,337225.2,132747.95,88163.3,91169.0,98319.2,1992,1,3.049543508134711,3.2562186094303502,4.2931787290572565,4.353549169866833,2.5753593870467384
AUT,Austria,1992-Q2,338841.0,133544.2,87561.9,90708.8,99008.1,1992,2,2.6073590371821886,3.0872717391975613,1.0617252602663774,2.8702203159748807,1.0963461255697915
AUT,Austria,1992-Q3,339109.1,134173.90000000002,87044.0,89513.4,98732.7,1992,3,1.5621158016647874,2.6735123888364187,-1.052294142187593,-0.4528439534433826,0.4875134473307341
AUT,Austria,1992-Q4,338083.4,134736.8,86441.2,88469.3,97133.8,1992,4,0.6391689850632432,2.2350118084470516,-2.225570305218494,-2.745186414779066,-0.6639190861397193
AUT,Austria,1993-Q1,337273.8,135330.3,86089.7,87596.7,94778.5,1993,1,0.014411734354369266,1.9453031101421825,-2.3519990744448105,-3.918327501672725,-3.6012294648451126
AUT,Austria,1993-Q2,339198.1,135961.7,86757.2,87465.8,93315.4,1993,2,0.10538866311926576,1.810262070535451,-0.9190070110401849,-3.5751768295909536,-5.749731587617591
AUT,Austria,1993-Q3,342656.4,136590.40000000002,87911.7,88305.1,93528.3,1993,3,1.0460645261362922,1.8010209139035283,0.9968521667202745,-1.3498537649111575,-5.271201942213666
AUT,Austria,1993-Q4,345064.3,137270.1,88974.4,89066.5,95398.3,1993,4,2.0648455381127695,1.880184181307576,2.930547007676898,0.6750364250649676,-1.786710702144878
AUT,Austria,1994-Q1,346173.7,138007.5,89934.7,90382.6,98350.0,1994,1,2.6387759737044547,1.9782709415408162,4.466271807196454,3.1803709500472177,3.768259679146646
AUT,Austria,1994-Q2,346769.9,138695.45,90471.5,91858.4,101321.9,1994,2,2.232264862332678,2.0106765361127543,4.2812585007353965,5.022077200460062,8.580041450821629
AUT,Austria,1994-Q3,349914.2,139329.7,90792.5,93807.0,104575.1,1994,3,2.1180984799933578,2.005485012123831,3.2769244594291758,6.230557464970876,11.811184422255083
AUT,Austria,1994-Q4,354638.3,139934.6,91039.9,97449.4,108005.0,1994,4,2.774555350988206,1.9410636402246384,2.3214542610009214,9.411956234948038,13.214805714567234
AUT,Austria,1995-Q1,357603.8,140514.85,91045.7,100105.9,109814.7,1995,1,3.3018395100494313,1.8168215495534712,1.2353407527906368,10.75793349604901,11.657041179461114
AUT,Austria,1995-Q2,359120.2,141073.25,91222.5,100416.8,110172.2,1995,2,3.561525957126044,1.7144037529709832,0.8300956654858194,9.316948694947879,8.73483422636172
AUT,Austria,1995-Q3,359934.7,141529.1,91807.3,100249.0,110542.4,1995,3,2.8637020160942273,1.578557909763667,1.1177134675220968,6.86729135352373,5.706234084404405
AUT,Austria,1995-Q4,361175.6,141924.8,92694.4,100352.2,111170.4,1995,4,1.8433711192502367,1.4222358158739734,1.817335036615808,2.9787766779477476,2.930790241192538
AUT,Austria,1996-Q1,363729.9,142270.1,94153.5,102324.2,112780.6,1996,1,1.7130970084769936,1.2491562279716373,3.4134506077716953,2.215953305449525,2.7008223853455027
AUT,Austria,1996-Q2,366309.2,143164.05,95299.2,102496.2,114004.7,1996,2,2.001836710939675,1.4820669404015163,4.468963249198388,2.070769034663522,3.478645248075285
AUT,Austria,1996-Q3,368618.4,143704.2,96399.7,102952.4,114531.4,1996,3,2.4125765034602065,1.5368570845147866,5.002216599333598,2.696685253718245,3.608570105226594
AUT,Austria,1996-Q4,368435.7,143421.1,95281.9,107924.8,115953.3,1996,4,2.0101302524312414,1.054290722974427,2.7914307660441118,7.546022907320427,4.302314285097486
AUT,Austria,1997-Q1,373357.2,144072.25,94971.0,109791.8,119430.1,1997,1,2.646826670009794,1.2667102926053886,0.868262996064928,7.297980340916421,5.895960830142766
AUT,Austria,1997-Q2,372574.1,144349.75,95194.3,113894.2,120119.0,1997,2,1.710276454972992,0.8282107135136219,-0.11007437628016703,11.120412268942648,5.363199938248164
AUT,Austria,1997-Q3,375390.2,144750.85,95846.9,117869.9,125479.9,1997,3,1.8370759571415762,0.7283364021371641,-0.5734457679847593,14.489705922348573,9.559387207350989
AUT,Austria,1997-Q4,378925.3,145262.3,97678.3,121812.7,126442.4,1997,4,2.84706395172889,1.28377205306609,2.5150631966826875,12.868126695625094,9.045969368702744
AUT,Austria,1998-Q1,384175.2,148178.05,97651.1,122332.6,129775.0,1998,1,2.897493338818702,2.849820142324422,2.8220193532762616,11.422346659768756,8.661886743794067
AUT,Austria,1998-Q2,387495.0,148008.15000000002,98925.2,126161.9,129806.3,1998,2,4.004814075911356,2.534399955663247,3.919247265855197,10.771136721624108,8.064752453816638
AUT,Austria,1998-Q3,388192.7,149245.0,98925.8,125684.5,129941.1,1998,3,3.410451311728435,3.10474860769383,3.212310465961865,6.62985206570974,3.555310452112259
AUT,Austria,1998-Q4,391813.6,149551.75,100184.0,125543.2,129453.4,1998,4,3.4012772438261507,2.9528996856032164,2.565257585359282,3.062488558253773,2.3813214554611495
AUT,Austria,1999-Q1,395225.2,149448.40000000002,98429.2,126735.5,130514.6,1999,1,2.876291858506219,0.8573132120445859,0.796816420910762,3.5991223925593063,0.569909458678497
AUT,Austria,1999-Q2,398904.4,150833.15,99128.2,129721.2,132109.3,1999,2,2.944399282571397,1.9086786774917153,0.20520554924325918,2.821216230890622,1.7741819927075797
AUT,Austria,1999-Q3,405150.4,151939.2,102352.1,134240.4,136755.1,1999,3,4.368371687566519,1.8052196053469194,3.463504970391962,6.807442445170242,5.243914358120727
AUT,Austria,1999-Q4,408799.7,158622.05,100850.6,139925.3,139714.7,1999,4,4.3352502312324015,6.064990881082966,0.6653757086960033,11.455897252897795,7.926636148606381
AUT,Austria,2000-Q1,408868.4,153936.05,103552.2,144658.7,142259.2,2000,1,3.4520066028178364,3.0028089962823135,5.204756312151271,14.142209562435148,8.998686736962757
AUT,Austria,2000-Q2,413536.2,154815.15,106273.6,149439.2,147125.4,2000,2,3.6679966428046384,2.6400032088436776,7.20824144895198,15.200291085805562,11.366421591818288
AUT,Austria,2000-Q3,419361.8,155385.95,105638.9,153098.7,150314.6,2000,3,3.5076850473305665,2.2685060866451945,3.2112677707638593,14.048155398821827,9.915169525670331
AUT,Austria,2000-Q4,422204.6,160722.59999999998,107134.2,161102.1,158473.5,2000,4,3.279087533576952,1.3242484257390386,6.230602495176019,15.13436097689269,13.426504154537767
AUT,Austria,2001-Q1,420933.5,157412.85,107319.9,159271.9,159050.5,2001,1,2.9508516676759466,2.2586002434127783,3.638454808299585,10.10184662242919,11.803313950872774
AUT,Austria,2001-Q2,419731.0,157022.85,105898.6,159425.6,158408.4,2001,2,1.498006704128918,1.42602322834684,-0.35286279941584286,6.682583953875554,7.66896810475961
AUT,Austria,2001-Q3,421425.1,157235.8,103458.2,160633.4,154773.8,2001,3,0.49200952494956596,1.1904872995273985,-2.0642963908181544,4.921465695005889,2.966578096871486
AUT,Austria,2001-Q4,422417.9,159371.7,102320.1,160778.3,155287.9,2001,4,0.05052052962000175,-0.840516517278822,-4.4935230766645855,-0.20099055195432758,-2.010178357895809
AUT,Austria,2002-Q1,427092.7,157922.59999999998,104486.4,165689.1,158501.9,2002,1,1.463224000940766,0.32382997957280946,-2.6402372719318556,4.029084854264942,-0.3449218958758382
AUT,Austria,2002-Q2,428213.7,159163.5,101952.8,167173.5,157848.0,2002,2,2.0209848688803156,1.3632729249277942,-3.7260171522569774,4.859884485302235,-0.35376911830432567
AUT,Austria,2002-Q3,428156.4,157848.15,101483.7,165987.1,155039.9,2002,3,1.5972707842983436,0.38944693256879326,-1.9085002445432098,3.332868506798725,0.1719283237860747
AUT,Austria,2002-Q4,426022.6,159419.45,98189.2,165990.5,156523.2,2002,4,0.8533492543758125,0.02996140469104791,-4.037232176278183,3.241855399640392,0.7954901830728778
AUT,Austria,2003-Q1,428064.6,159456.7,104394.1,165555.2,160672.3,2003,1,0.2275618384486533,0.9714252424922298,-0.08833685532279034,-0.08081400647356185,1.3693211248571702
AUT,Austria,2003-Q2,431035.9,160880.25,104572.4,163786.2,159726.8,2003,2,0.6590634535980522,1.0786078466482607,2.5694242826092006,-2.0262182702401876,1.1902589833257204
AUT,Austria,2003-Q3,434251.4,163366.95,105670.3,169520.3,164179.5,2003,3,1.4235452278653415,3.4962715749282003,4.1253915653449935,2.1285991501749146,5.894998642284999
AUT,Austria,2003-Q4,435534.6,163000.75,106874.6,171922.0,165742.0,2003,4,2.2327453989530177,2.246463652960773,8.845575684494843,3.57339727273549,5.889733918038975
AUT,Austria,2004-Q1,436383.0,164184.4,104358.7,175318.3,168140.9,2004,1,1.9432580970255575,2.9648801210610642,-0.033909962344624844,5.897187161744233,4.64834324273693
AUT,Austria,2004-Q2,440890.3,165220.65,105835.6,181468.3,172519.8,2004,2,2.286213282930727,2.6979072944006477,1.2079669205258936,10.79584238476745,8.009300881254733
AUT,Austria,2004-Q3,445949.2,164790.85,106832.9,184773.6,178074.8,2004,3,2.693785212897404,0.8715961214921242,1.1002145352099868,8.997919423219525,8.463480519796928
AUT,Austria,2004-Q4,447512.4,164974.95,108677.8,183370.1,180751.5,2004,4,2.7501374173257487,1.211160071349382,1.6872109930703871,6.658891823036028,9.055942368259107
AUT,Austria,2005-Q1,448529.7,166642.5,105344.9,185428.1,175307.2,2005,1,2.783495232399069,1.497158073483229,0.9450098554313113,5.766540058852976,4.26208019583576
AUT,Austria,2005-Q2,452149.1,168650.65,107560.7,191099.0,182976.5,2005,2,2.5536511009654816,2.0760116849800614,1.629980838205669,5.307097713484943,6.061159356781087
AUT,Austria,2005-Q3,452985.5,168804.5,107305.3,197008.1,189019.8,2005,3,1.577825456352433,2.435602462151265,0.4421858809411816,6.621346339520362,6.146293580001205
AUT,Austria,2005-Q4,460055.8,169143.05,108308.5,201895.0,192081.6,2005,4,2.8029167459940663,2.526504781483485,-0.33981181069179245,10.102464905674369,6.268329723404786
AUT,Austria,2006-Q1,464285.2,170309.1,108410.8,203265.5,190027.4,2006,1,3.512699382003026,2.200279040460873,2.910344971612311,9.619577615258956,8.396802869477105
AUT,Austria,2006-Q2,466482.9,171138.05,107900.2,209330.5,196784.0,2006,2,3.1701489619242906,1.474883138606331,0.315635729406738,9.540342963594783,7.546050995619646
AUT,Austria,2006-Q3,469265.5,173939.05,109589.6,209752.7,197558.2,2006,3,3.5939340221706972,3.0417139353512423,2.1287858102069457,6.469074114211559,4.517198727329097
AUT,Austria,2006-Q4,476363.8,173903.59999999998,108628.3,217228.8,202047.5,2006,4,3.5447873931814255,2.8145111489948915,0.2952676844384383,7.594937962802439,5.188367860326015
AUT,Austria,2007-Q1,481656.7,172622.45,113249.2,219204.3,204713.8,2007,1,3.7415579906488583,1.3583243643469523,4.463023979160741,7.841370030821748,7.72856966942661
AUT,Austria,2007-Q2,486335.5,173684.35,114499.2,223360.0,205403.9,2007,2,4.255804446422351,1.4878631607640802,6.115836671294406,6.702081158741802,4.380386616798115
AUT,Austria,2007-Q3,489101.6,175112.5,113655.5,227005.7,209177.2,2007,3,4.227052702574552,0.6746328670876434,3.710114828414368,8.225400674222549,5.881304850924951
AUT,Austria,2007-Q4,488660.4,177129.45,114261.7,231427.9,210300.4,2007,4,2.5813464415222143,1.854964474570986,5.18594141673947,6.536472143656824,4.084633563889684
AUT,Austria,2008-Q1,498909.9,177804.59999999998,115556.0,237395.3,213752.4,2008,1,3.5820533587511694,3.0020139327184614,2.036923881140007,8.298651075731645,4.415237272719286
AUT,Austria,2008-Q2,497614.1,178289.7,119018.5,233581.5,211732.0,2008,2,2.3190986469217245,2.651563022229708,3.9470144769570448,4.576244627507164,3.08080810539626
AUT,Austria,2008-Q3,494151.9,176889.55,114251.3,230341.6,206876.7,2008,3,1.0325666487290164,1.0148047683631978,0.5242157220723964,1.4695225714596472,-1.0997852538422004
AUT,Austria,2008-Q4,481604.5,178641.75,115743.1,214620.6,202442.5,2008,4,-1.443927111752874,0.8537823608665729,1.2964974265217588,-7.262434650273364,-3.7365121511894417
AUT,Austria,2009-Q1,476364.5,178543.2,110737.5,194391.9,182310.7,2009,1,-4.518932175929969,0.41539982655118823,-4.1698397313856495,-18.114680450708164,-14.709402093263035
AUT,Austria,2009-Q2,473776.0,180696.9,108817.7,192482.9,182966.9,2009,2,-4.790479208688014,1.3501621237794303,-8.570768409953079,-17.59497220456243,-13.585617667617555
AUT,Austria,2009-Q3,475358.6,180951.45,106889.8,197547.8,183525.4,2009,3,-3.8031423131227537,2.2962916690104196,-6.443252724476656,-14.237028830224329,-11.287544706581276
AUT,Austria,2009-Q4,476588.3,180025.85,104997.8,202051.7,188090.4,2009,4,-1.0415600352571497,0.7747908873485754,-9.283749960040822,-5.856334387286211,-7.089469849463425
AUT,Austria,2010-Q1,474938.0,180740.7,104333.5,206980.7,194104.4,2010,1,-0.2994555639641461,1.230794564004678,-5.78304549046168,6.475989997525633,6.469011418419202
AUT,Austria,2010-Q2,481190.8,180633.7,102694.8,220680.8,206665.2,2010,2,1.5650433960352483,-0.034975696871386575,-5.626750059962671,14.649561077893146,12.952233436758242
AUT,Austria,2010-Q3,486877.1,183051.1,105206.1,229193.2,211239.0,2010,3,2.4231180418319953,1.1603388643749435,-1.5751736835507235,16.019110311529673,15.100689059933936
AUT,Austria,2010-Q4,491645.5,182715.1,107527.1,230064.7,210651.2,2010,4,3.159372565377705,1.493813249597209,2.4089076152071787,13.864273351820344,11.994657887909232
AUT,Austria,2011-Q1,496568.3,182596.05,109619.0,231073.8,217719.5,2011,1,4.554341829880948,1.0265258461431115,5.065966348296569,11.64026404394225,12.16618479539877
AUT,Austria,2011-Q2,496330.5,183244.45,109833.8,235763.0,216850.8,2011,2,3.1462987239157636,1.4453283080621215,6.9516664913900295,6.834396105143714,4.928551105846557
AUT,Austria,2011-Q3,499085.3,183470.95,112669.4,237489.6,220703.7,2011,3,2.507450032051217,0.22936218356512938,7.093980292017266,3.6198281624411077,4.480564668456122
AUT,Austria,2011-Q4,501222.7,184132.80000000002,114679.7,238283.4,218889.0,2011,4,1.9479889473207779,0.7759074099513485,6.651904496633865,3.5723429104943083,3.9106352111927256
AUT,Austria,2012-Q1,503385.9,185713.0,112363.6,239110.9,223992.2,2012,1,1.3729430573800272,1.7070194015697648,2.503763033780637,3.4781528671792294,2.8810924147814054
AUT,Austria,2012-Q2,501616.6,184908.59999999998,109771.0,239059.1,222230.5,2012,2,1.065036301416078,0.9081584735581183,-0.057177298791444287,1.3980565228640662,2.4808301375876862
AUT,Austria,2012-Q3,503218.3,183748.15,114712.1,241531.8,219987.4,2012,3,0.8281149534959287,0.15108658891229698,1.8130033531730927,1.7020534793944497,-0.32455278275806965
AUT,Austria,2012-Q4,499813.9,182589.15,115352.4,240587.5,219041.1,2012,4,-0.2810726649052353,-0.8383351581032983,0.5865903032533204,0.966957832564086,0.06948727437194879
AUT,Austria,2013-Q1,497806.0,184301.65000000002,114706.2,234229.0,211250.0,2013,1,-1.1084736382167337,-0.7599629535896657,2.084838862407401,-2.041688605580083,-5.688680230829468
AUT,Austria,2013-Q2,500004.7,183837.09999999998,114324.4,243172.9,221118.9,2013,2,-0.32134104014898135,-0.5794754814000047,4.148090114875513,1.7208297027806019,-0.5002013674990646
AUT,Austria,2013-Q3,501499.8,183910.15,115951.5,242239.7,225757.4,2013,3,-0.34150188894164213,0.08816415294521374,1.0804439984970937,0.293087701081185,2.622877492074549
AUT,Austria,2013-Q4,502012.8,184535.15000000002,115086.6,242803.2,230770.3,2013,4,0.4399437470626433,1.0657807432698174,-0.23042433447417743,0.920953914895839,5.354794145938824
AUT,Austria,2014-Q1,501953.7,183838.4,113222.7,243276.7,225586.4,2014,1,0.8331960643302772,-0.25135423367074194,-1.2933041108501575,3.8627582408668593,6.786461538461541
AUT,Austria,2014-Q2,504395.5,184178.95,116354.5,245390.5,227515.3,2014,2,0.878151745373601,0.18595267222993872,1.7757364132241271,0.9119437239922812,2.8927423209865744
AUT,Austria,2014-Q3,505307.9,185300.40000000002,114309.4,250585.6,231176.9,2014,3,0.7593422769061942,0.7559397890763764,-1.4161955645248248,3.4453064464660343,2.400585761529861
AUT,Austria,2014-Q4,507427.0,185127.84999999998,115252.6,253372.5,233104.6,2014,4,1.0784983968536332,0.3211854218559296,0.14423920769228715,4.35303159101692,1.0115253132660484
AUT,Austria,2015-Q1,507513.1,186538.45,114629.9,253454.8,227257.3,2015,1,1.1075523499478157,1.468708387366302,1.2428603098141977,4.183754547805019,0.7406918147547792
AUT,Austria,2015-Q2,510316.4,186029.75,116774.4,253799.6,232527.1,2015,2,1.1738605915397882,1.0048922528877346,0.36087989721067526,3.4268237767965726,2.202840863889155
AUT,Austria,2015-Q3,512293.3,186593.25,116518.3,257047.7,242660.5,2015,3,1.3824046685199098,0.6977049159095028,1.9323870127916143,2.5787994202380427,4.967451332723982
AUT,Austria,2015-Q4,514368.9,187313.3,120043.5,256343.5,246682.7,2015,4,1.3680588537858585,1.1805084972358326,4.156869346114522,1.1725818705660584,5.824895776402528
AUT,Austria,2016-Q1,520293.4,187704.55,121170.9,264439.0,250310.2,2016,1,2.5182207119382793,0.6251258118634473,5.706190095254371,4.333790482563371,10.14396457231519
AUT,Austria,2016-Q2,519871.0,189663.3,122050.2,260123.2,245464.0,2016,2,1.8722894267164447,1.9532090969320626,4.517942288720822,2.4915720907361605,5.563609574969974
AUT,Austria,2016-Q3,522829.8,189918.2,123159.8,266002.4,244035.3,2016,3,2.056731954136426,1.7819240513791357,5.699963010102271,3.4836724856904144,0.5665528588295166
AUT,Austria,2016-Q4,525991.5,192045.95,122904.8,261395.3,246159.8,2016,4,2.2595845122051372,2.526595815673538,2.3835526288387143,1.9707150756699487,-0.211972708260455
AUT,Austria,2017-Q1,531121.2,192797.65,124974.5,267921.7,253992.6,2017,1,2.081095012929235,2.7133599052340474,3.139037508180609,1.3170145099625996,1.471134616168257
AUT,Austria,2017-Q2,532800.0,191854.85,126325.8,276384.5,259892.0,2017,2,2.4869631120027824,1.155495027240394,3.5031487043855725,6.251383959600676,5.877847668089831
AUT,Austria,2017-Q3,536273.0,193591.75,128715.4,278584.3,262411.6,2017,3,2.571238288253652,1.9342801269177867,4.510887481142389,4.729994917339075,7.530181084457865
AUT,Austria,2017-Q4,538887.4,192847.0,129280.7,284646.1,263652.2,2017,4,2.4517316344465634,0.4171137167953809,5.187673711685781,8.894880665413641,7.106115620828435
AUT,Austria,2018-Q1,541886.3,193654.09999999998,129661.5,285340.5,269248.6,2018,1,2.0268631717205166,0.4442222195135681,3.7503650744751926,6.501451730113672,6.006474204366574
AUT,Austria,2018-Q2,546136.0,194852.55000000002,133644.5,292561.6,269903.3,2018,2,2.5030030030030126,1.5624833044356246,5.793511697531306,5.853114049449215,3.85210010311976
AUT,Austria,2018-Q3,548467.6,193674.35,132143.4,290652.7,273253.4,2018,3,2.2739537511677677,0.04266710745679525,2.6632399852698274,4.3320459911057485,4.131600889594833
AUT,Austria,2018-Q4,553733.9,195783.85,136242.4,292933.6,278805.9,2018,4,2.7550282303872686,1.5228912039077613,5.384949184216969,2.9115101173000424,5.747609919431751
AUT,Austria,2019-Q1,559940.9,196691.59999999998,140104.1,305416.0,282727.5,2019,1,3.331805952650946,1.5685183014457316,8.053739930511373,7.035629362112994,5.006117023449708
AUT,Austria,2019-Q2,556378.5,195871.95,141122.5,300148.5,281079.4,2019,2,1.8754486062079856,0.5231648238629649,5.595441638077148,2.593265828461444,4.140779308737619
AUT,Austria,2019-Q3,557304.8,196159.3,139071.0,300568.5,277928.4,2019,3,1.6112528798419623,1.2830558099200973,5.242486571406513,3.4115630097363514,1.7108661776944034
AUT,Austria,2019-Q4,553788.2,195990.25,135715.9,298339.2,273489.5,2019,4,0.009806154183422677,0.10542238289827921,-0.3864435741002814,1.845332867243643,-1.9068463041851058
AUT,Austria,2020-Q1,547605.7,189727.9,132298.8,290595.9,267776.7,2020,1,-2.2029467752757603,-3.5404155540958437,-5.571071795900351,-4.852430782932126,-5.288060057829536
AUT,Austria,2020-Q2,478512.0,173851.65,125145.6,233585.0,227174.5,2020,2,-13.99523885268752,-11.242191646123922,-11.32129887154777,-22.176855789717422,-19.177819505805125
AUT,Austria,2020-Q3,533508.7,190066.3,134233.8,274821.6,250457.2,2020,3,-4.269853767633092,-3.1061489309963886,-3.478223353538845,-8.566067302461844,-9.884272352159773
AUT,Austria,2020-Q4,525665.8,186960.75,136208.5,276852.5,264186.2,2020,4,-5.078186931393613,-4.607116935663891,0.3629641036901443,-7.202104182085356,-3.401702807603213
AUT,Austria,2021-Q1,520547.6,184112.8,140143.8,268579.2,272771.4,2021,1,-4.94116478334684,-2.959554182595181,5.929759000081636,-7.576397327009776,1.8652481713308244
AUT,Austria,2021-Q2,544562.4,193070.7,142982.1,293590.0,284679.2,2021,2,13.803290199618834,11.054856252442825,14.252598573181952,25.688721450435594,25.313008282179574
AUT,Austria,2021-Q3,561571.9,205664.4,139517.9,307406.8,289502.4,2021,3,5.260120406658797,8.206662622463856,3.9364899153566446,11.8568555018965,15.589569794759338
AUT,Austria,2021-Q4,563073.7,199680.75,136592.0,309382.2,300508.6,2021,4,7.116289475176041,6.803567058861293,0.28155364753301715,11.749830686015116,13.748787786795823
AUT,Austria,2022-Q1,564797.4,201201.9,141747.2,312828.0,306392.0,2022,1,8.500625110940874,9.281864161535758,1.1441105493072312,16.475140293812764,12.325559057877754
AUT,Austria,2022-Q2,581454.6,203593.69999999998,138143.9,322261.6,306060.0,2022,2,6.774650618551692,5.450335032710796,-3.383780207452547,9.76586395994412,7.51048899954756
AUT,Austria,2022-Q3,581384.0,204165.35,138676.7,327410.0,308977.9,2022,3,3.527972108291033,-0.7288816149027211,-0.6029333870420817,6.507077917599746,6.727232658520266
AUT,Austria,2022-Q4,581117.7,203851.4,139623.3,331548.7,308144.2,2022,4,3.2045538621320757,2.0886590219638013,2.2192368513529237,7.164762549364512,2.54089234051873
AUT,Austria,2023-Q1,580609.0,203374.6,140259.4,328317.1,304286.9,2023,1,2.7995171365873706,1.0798605778573611,-1.0496150893986034,4.951315099671372,-0.6870610198699612
AUT,Austria,2023-Q2,573631.1,204040.55,137640.9,322472.8,301041.6,2023,2,-1.3455048769069888,0.21948125113890882,-0.36411307339665466,0.06553681853500581,-1.6396784944128662
AUT,Austria,2023-Q3,570813.6,203306.9,135802.5,320021.8,288943.1,2023,3,-1.8181442901765488,-0.4204680177121167,-2.072590420741205,-2.256559054396634,-6.484217803279801
AUT,Austria,2023-Q4,568019.5,203111.45,136566.8,320794.7,286570.0,2023,4,-2.253966795366924,-0.3629849978955213,-2.189104540574527,-3.2435657265433404,-7.001332493034107
AUT,Austria,2024-Q1,568847.9,206277.8,131336.1,320100.1,288410.7,2024,1,-2.025648930691737,1.427513563640681,-6.361997841142908,-2.5027633345932943,-5.217510185288954
AUT,Austria,2024-Q2,567775.9,206211.95,131771.4,313211.4,285072.6,2024,2,-1.0207256893846828,1.0642002288270724,-4.264357469327795,-2.8719941650892644,-5.304582489596122
AUT,Austria,2024-Q3,567485.9,207078.85,131103.8,312994.0,287594.9,2024,3,-0.5829748975847759,1.8552985658627508,-3.4599510318293225,-2.196037894918401,-0.4665970566523181
AUT,Austria,2024-Q4,569838.0,209110.65,131856.0,308612.0,285373.1,2024,4,0.32014745972630543,2.953649338823583,-3.4494474498926397,-3.797662492553655,-0.4176640960323885
AUT,Austria,2025-Q1,570739.1,209183.75,132462.2,311835.1,287863.1,2025,1,0.33246145410750216,1.408755571370257,0.8574184858542333,-2.5820048166182996,-0.18986812902573869
AUT,Austria,2025-Q2,570564.1,209777.45,133975.6,312599.1,292592.9,2025,2,0.49107403114503345,1.7290462555637598,1.6727453757036992,-0.1954909687195472,2.638029751017834
AUT,Austria,2025-Q3,572979.1,209843.35,133873.6,307486.0,291165.8,2025,3,0.9679888081800758,1.3349987215014902,2.112677130640006,-1.7597781427119985,1.24164232397721
BEL,Belgium,1960-Q1,144874.1,60311.45,32005.6,29340.4,31946.1,1960,1,,,,,
BEL,Belgium,1960-Q2,146658.5,60486.4,33099.9,30004.4,32513.6,1960,2,,,,,
BEL,Belgium,1960-Q3,148452.8,60662.35,34200.2,30672.1,33084.2,1960,3,,,,,
