Treatment,Feature,ATT,SE,z,p_value,CI_lower,CI_upper,N_treated,N_control
Finalist,GDP,0.10922643129433629,0.24583360344038563,0.4443104187781374,0.656818169588204,-0.3726074314488195,0.591060294037492,11,262
