Outcome,ATT_pp,SE,CI_Lower,CI_Upper,z_stat,p_value,N_Treated,N_Control
GDP,0.12347403334154194,0.2362802201514974,-0.33963519815539295,0.5865832648384768,0.5225745653291386,0.6012703442272467,11,262
Final_Consumption,-0.24591983865373834,0.35469837879099825,-0.9411286610840949,0.4492889837766182,-0.6933210111982036,0.4881081200992796,11,259
Gross_Fixed_Capital,0.14019131964614684,1.110882041553093,-2.037137481797915,2.317520121090209,0.12619820503187656,0.8995750321843643,11,259
Exports,2.7148357537069474,2.5426670148908657,-2.268791595479149,7.698463102893044,1.0677118701771775,0.285650502332331,11,259
Imports,-1.025388936472576,0.9462888919155062,-2.880115164626968,0.8293372916818162,-1.0835897422371228,0.27854674096471355,11,259
